id,'duration',prot_type,service,flag,'src_bytes','dst_bytes','land','wrong_fragment','urgent','logged_in','num_compromised','root_shell','su_attempted','num_root','num_file_creations','num_shells','num_access_files','num_outbound_cmds','is_host_login','is_guest_login','count','srv_count','serror_rate','srv_serror_rate','rerror_rate','srv_rerror_rate','same_srv_rate','srv_diff_host_rate','dst_host_count','dst_host_srv_count','dst_host_same_srv_rate','dst_host_diff_srv_rate','dst_host_same_src_port_rate','dst_host_srv_diff_host_rate','dst_host_serror_rate','dst_host_srv_serror_rate',class
2406,0,2,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0.0,0.0,0.0,0.0,1.0,1.0,1,143,1.0,0.0,1.0,0.5,0.0,0.0,1
2407,0,0,10,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,255,125,0.49,0.02,0.49,0.0,0.0,0.0,0
2408,2670,0,19,0,176,13070,0,0,0,1,2,0,1,2,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,255,65,0.25,0.02,0.0,0.0,0.99,0.98,0
2409,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,3,1.0,1.0,0.0,0.0,0.02,0.0,255,3,0.01,0.05,0.0,0.0,1.0,1.0,1
2410,0,2,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0.0,0.0,0.0,0.0,1.0,1.0,4,108,1.0,0.0,1.0,0.25,0.0,0.0,1
2411,0,1,6,0,45,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,154,0.0,0.0,0.0,0.0,1.0,0.01,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0
2412,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,16,1.0,1.0,0.0,0.0,0.07,0.0,255,13,0.05,0.07,0.0,0.0,1.0,1.0,1
2413,0,0,3,0,360,9768,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37,37,0.0,0.0,0.0,0.0,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0
2414,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,13,1.0,1.0,0.0,0.0,0.12,0.0,255,10,0.04,0.08,0.0,0.0,1.0,1.0,1
2415,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,5,1.0,1.0,0.0,0.0,0.03,0.0,255,13,0.05,0.07,0.0,0.0,1.0,1.0,1
2416,0,0,3,0,229,2090,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,28,0.0,0.0,0.0,0.0,1.0,0.07,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0
2417,0,2,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,1,191,1.0,0.0,1.0,1.0,0.0,0.0,1
2418,0,0,0,0,926,333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,128,126,0.59,0.02,0.01,0.02,0.0,0.0,0
2419,0,0,3,0,226,650,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0.0,0.0,0.0,0.0,1.0,0.0,89,255,1.0,0.0,0.01,0.04,0.0,0.01,0
2420,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,3,1.0,1.0,0.0,0.0,0.01,0.0,255,3,0.01,0.06,0.0,0.0,1.0,1.0,1
2421,0,0,0,0,1891,335,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,186,141,0.59,0.02,0.01,0.01,0.0,0.0,0
2422,0,2,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0.0,0.0,0.0,0.0,1.0,1.0,1,69,1.0,0.0,1.0,0.51,0.0,0.0,1
2423,0,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,4,1.0,1.0,0.0,0.0,0.02,0.0,255,4,0.02,0.06,0.0,0.0,1.0,1.0,1
2424,0,0,3,0,162,18666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12,0.0,0.0,0.0,0.0,1.0,0.33,27,255,1.0,0.0,0.04,0.01,0.0,0.0,0
2425,0,0,3,0,297,2084,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,12,0.0,0.0,0.0,0.0,1.0,0.17,74,255,1.0,0.0,0.01,0.04,0.0,0.0,0
2426,0,0,10,0,151,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,121,56,0.46,0.02,0.46,0.0,0.0,0.0,0
2427,0,0,10,0,884,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,166,61,0.26,0.04,0.26,0.03,0.0,0.0,0
2428,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,6,1.0,1.0,0.0,0.0,0.03,0.0,255,6,0.02,0.08,0.0,0.0,1.0,1.0,1
2429,2,0,10,0,2194619,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,6,56,0.83,0.33,0.83,0.04,0.0,0.0,0
2430,0,0,3,0,321,8064,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,17,0.0,0.0,0.0,0.0,1.0,0.0,150,255,1.0,0.0,0.01,0.02,0.0,0.0,0
2431,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,18,1.0,1.0,0.0,0.0,0.06,0.0,255,18,0.07,0.05,0.0,0.0,1.0,1.0,1
2432,0,0,3,0,332,1505,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0
2433,0,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,7,1.0,1.0,0.0,0.0,0.06,0.0,255,13,0.05,0.06,0.0,0.0,1.0,1.0,1
2434,0,0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,14,1.0,1.0,0.0,0.0,0.27,0.0,255,14,0.05,0.09,0.0,0.0,1.0,1.0,1
2435,0,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,5,1.0,1.0,0.0,0.0,0.05,0.0,255,5,0.02,0.06,0.0,0.0,1.0,1.0,1
2436,0,2,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,5,3,0.6,0.6,0.6,0.0,0.0,0.0,1
2437,3660,1,4,0,147,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0.0,0.0,0.0,0.0,0.5,0.0,255,3,0.01,0.79,0.98,0.0,0.0,0.0,0
2438,0,0,3,0,309,10378,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0.0,0.0,0.0,0.0,1.0,0.0,30,255,1.0,0.0,0.03,0.04,0.0,0.0,0
2439,0,0,3,0,229,695,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0.0,0.0,0.0,0.0,1.0,0.0,140,255,1.0,0.0,0.01,0.01,0.0,0.0,0
2440,0,1,6,0,44,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.0,0.0,0.0,0.0,1.0,0.67,3,1,0.33,1.0,0.33,0.0,0.0,0.0,0
2441,0,0,3,0,297,1719,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,27,0.0,0.0,0.0,0.0,1.0,0.0,27,255,1.0,0.0,0.04,0.01,0.0,0.0,0
2442,0,0,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,8,1.0,1.0,0.0,0.0,0.03,0.0,255,4,0.02,0.08,0.0,0.0,1.0,1.0,1
2443,0,0,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,20,0.0,0.0,1.0,1.0,0.14,0.0,255,20,0.08,0.07,0.0,0.0,0.0,0.0,1
2444,0,2,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0.0,0.0,0.0,0.0,1.0,1.0,2,76,1.0,0.0,1.0,0.5,0.0,0.0,1
2445,0,0,10,0,748,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,107,108,0.78,0.03,0.78,0.02,0.0,0.0,0
2446,0,0,33,2,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,2,2,0.5,1.0,0.5,1.0,0.0,0.0,1
2447,0,1,6,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,152,0.0,0.0,0.0,0.0,1.0,0.01,255,255,1.0,0.0,0.01,0.0,0.0,0.0,0
2448,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,12,1.0,1.0,0.0,0.0,0.06,0.0,255,17,0.07,0.07,0.0,0.0,1.0,1.0,1
2449,0,0,3,0,290,751,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,19,0.0,0.0,0.0,0.0,1.0,0.16,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0
2450,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,11,238,1.0,0.0,0.09,0.22,0.0,0.0,0
2451,407,0,19,0,284,8734,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,255,19,0.07,0.07,0.0,0.0,0.66,0.0,0
2452,0,0,3,0,346,1943,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36,36,0.0,0.0,0.0,0.0,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0
2453,0,0,3,0,257,15697,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,23,0.0,0.0,0.0,0.0,1.0,0.22,39,255,1.0,0.0,0.03,0.01,0.0,0.0,0
2454,0,0,47,0,38,130,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,130,4,0.02,0.05,0.01,0.5,0.0,0.0,0
2455,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,19,1.0,1.0,0.0,0.0,0.08,0.0,255,18,0.07,0.07,0.0,0.0,1.0,1.0,1
2456,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0.88,1.0,0.12,0.0,0.5,0.0,255,2,0.01,0.08,0.01,0.0,1.0,1.0,1
2457,0,0,3,0,220,406,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.17,0.17,0.0,0.0,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0
2458,0,1,6,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,166,0.0,0.0,0.0,0.0,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0
2459,0,0,3,0,243,261,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0.5,0.33,0.0,0.0,1.0,0.67,255,255,1.0,0.0,0.01,0.0,0.0,0.0,0
2460,0,2,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,0.0,0.0,0.0,0.0,1.0,1.0,1,37,1.0,0.0,1.0,0.51,0.0,0.0,1
2461,0,0,10,0,965,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,69,60,0.36,0.06,0.36,0.03,0.0,0.0,0
2462,0,0,3,0,293,1651,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,28,0.0,0.0,0.0,0.0,1.0,0.18,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0
2463,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,17,255,1.0,0.0,0.06,0.16,0.0,0.0,0
2464,0,0,3,0,208,885,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,15,0.0,0.0,0.0,0.0,1.0,0.2,255,255,1.0,0.0,0.0,0.0,0.01,0.01,0
2465,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,16,1.0,1.0,0.0,0.0,0.08,0.0,255,16,0.06,0.08,0.0,0.0,1.0,1.0,1
2466,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,8,1.0,1.0,0.0,0.0,0.07,0.0,255,15,0.06,0.07,0.0,0.0,1.0,1.0,1
2467,1,0,0,0,13891,328,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,25,131,0.12,0.08,0.04,0.02,0.0,0.0,0
2468,0,0,3,0,225,7464,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,115,255,1.0,0.0,0.01,0.02,0.0,0.0,0
2469,0,1,6,0,45,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,149,0.0,0.0,0.0,0.0,1.0,0.01,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0
2470,0,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,6,1.0,1.0,0.0,0.0,0.03,0.0,255,15,0.06,0.07,0.0,0.0,1.0,1.0,1
2471,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,3,1.0,1.0,0.0,0.0,0.02,0.0,255,11,0.04,0.07,0.0,0.0,1.0,1.0,1
2472,0,0,3,0,418,537,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17,0.0,0.0,0.0,0.0,1.0,0.12,2,255,1.0,0.0,0.5,0.02,0.0,0.0,0
2473,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,3,1.0,1.0,0.0,0.0,0.01,0.0,255,18,0.07,0.07,0.0,0.0,1.0,1.0,1
2474,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,16,1.0,1.0,0.0,0.0,0.07,0.0,255,16,0.06,0.05,0.0,0.0,1.0,1.0,1
2475,0,2,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0.0,0.0,0.0,0.0,1.0,1.0,1,255,1.0,0.0,1.0,0.5,0.0,0.0,1
2476,0,0,3,0,375,1798,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0.0,0.0,0.0,0.0,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0
2477,0,2,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0.0,0.0,0.0,0.0,1.0,1.0,2,70,1.0,0.0,1.0,0.26,0.0,0.0,1
2478,2,0,10,0,2194619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,135,85,0.24,0.03,0.24,0.02,0.0,0.0,0
2479,1,0,0,0,2370,366,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,1.0,185,133,0.42,0.04,0.01,0.02,0.0,0.0,0
2480,0,0,3,0,201,3142,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42,42,0.0,0.0,0.0,0.0,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0
2481,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,17,1.0,1.0,0.0,0.0,0.06,0.0,255,17,0.07,0.05,0.0,0.0,1.0,1.0,1
2482,0,0,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,10,0.0,0.0,1.0,1.0,0.04,0.0,255,10,0.04,0.07,0.0,0.0,0.0,0.0,1
2483,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,5,1.0,1.0,0.0,0.0,0.03,0.0,255,16,0.06,0.06,0.0,0.0,1.0,1.0,1
2484,0,1,1,0,207,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,255,214,0.84,0.01,0.84,0.0,0.0,0.0,0
2485,0,2,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0.0,0.0,0.0,0.0,1.0,1.0,1,107,1.0,0.0,1.0,0.5,0.0,0.0,1
2486,0,0,0,0,1782,493,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,255,11,0.04,0.01,0.0,0.0,0.0,0.0,0
2487,0,1,6,0,43,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,143,0.0,0.0,0.0,0.0,0.99,0.01,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0
2488,0,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,20,1.0,1.0,0.0,0.0,0.09,0.0,255,20,0.08,0.08,0.0,0.0,1.0,1.0,1
2489,0,0,3,0,254,388,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,18,0.0,0.0,0.0,0.0,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0
2490,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,9,1.0,1.0,0.0,0.0,0.05,0.0,255,9,0.04,0.06,0.0,0.0,1.0,1.0,1
2491,0,0,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,4,0.0,0.0,1.0,1.0,0.04,0.0,255,4,0.02,0.08,0.0,0.0,0.0,0.0,1
2492,0,0,3,0,208,767,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.17,0.17,0.0,0.0,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0
2493,730,1,4,0,145,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,255,1,0.0,0.66,0.96,0.0,0.0,0.0,0
2494,0,0,3,0,151,9578,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,1,255,1.0,0.0,1.0,0.07,0.0,0.01,0
2495,0,0,10,0,1874,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0.0,0.0,0.0,0.0,1.0,0.0,255,125,0.49,0.03,0.49,0.0,0.0,0.0,0
2496,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,9,0.0,0.0,1.0,1.0,0.08,0.0,255,9,0.04,0.06,0.0,0.0,0.0,0.0,1
2497,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,83,249,1.0,0.0,0.01,0.11,0.0,0.0,0
2498,0,2,15,0,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,255,27,0.11,0.24,0.11,0.0,0.0,0.0,1
2499,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,1.0,1.0,0.0,0.0,0.17,0.0,255,5,0.02,0.08,0.0,0.0,1.0,1.0,1
2500,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,25,1.0,1.0,0.0,0.0,0.17,0.0,255,25,0.1,0.05,0.0,0.0,1.0,1.0,1
2501,0,0,10,0,1153,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,21,0.0,0.95,0.0,0.0,1.0,0.1,79,87,0.2,0.08,0.2,0.03,0.0,0.0,0
2502,0,0,3,0,304,1860,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,9,87,1.0,0.0,0.11,0.05,0.0,0.0,0
2503,0,1,6,0,44,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,243,0.0,0.0,0.0,0.0,1.0,0.0,255,250,0.98,0.01,0.0,0.0,0.0,0.0,0
2504,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.5,0.5,0.0,0.0,1.0,0.0,2,255,1.0,0.0,1.0,0.04,0.5,0.0,0
2505,0,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,15,1.0,1.0,0.0,0.0,0.07,0.0,255,6,0.02,0.08,0.0,0.0,1.0,1.0,1
2506,0,1,6,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,168,0.0,0.0,0.0,0.0,1.0,0.01,255,250,0.98,0.01,0.01,0.0,0.0,0.0,0
2507,0,0,3,0,314,1410,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,21,0.0,0.0,0.0,0.0,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0
2508,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0.0,0.0,0.0,0.0,0.12,0.0,255,51,0.2,0.32,0.88,0.0,0.0,0.0,1
2509,0,0,10,5,88382,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,14,14,0.07,0.07,0.0,0.0,1.0,0.0,232,82,0.35,0.03,0.35,0.0,0.02,0.04,0
2510,0,0,3,0,263,1630,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,14,2,0.14,0.21,0.07,0.0,0.5,0.0,0
2511,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,11,1.0,1.0,0.0,0.0,0.08,0.0,255,11,0.04,0.05,0.0,0.0,1.0,1.0,1
2512,1,0,0,0,1208,433,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,14,155,0.5,0.21,0.07,0.01,0.0,0.0,0
2513,0,0,3,0,323,2052,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,21,0.0,0.0,0.0,0.0,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0
2514,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,2,1.0,1.0,0.0,0.0,0.02,0.0,255,2,0.01,0.05,0.0,0.0,1.0,1.0,1
2515,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,14,0.0,0.0,1.0,1.0,0.06,0.0,255,25,0.1,0.08,0.0,0.0,0.0,0.0,1
2516,0,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,11,1.0,1.0,0.0,0.0,0.09,0.0,255,11,0.04,0.07,0.0,0.0,1.0,1.0,1
2517,0,0,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,1,0.0,0.0,1.0,1.0,0.01,0.0,255,1,0.0,0.06,0.0,0.0,0.0,0.0,1
2518,0,1,6,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,191,0.0,0.0,0.0,0.0,1.0,0.0,255,206,0.81,0.01,0.0,0.0,0.0,0.0,0
2519,0,1,6,0,45,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,260,0.0,0.0,0.0,0.0,1.0,0.0,255,251,0.98,0.01,0.0,0.0,0.0,0.0,0
2520,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,11,251,1.0,0.0,0.09,0.2,0.0,0.0,0
2521,0,0,3,0,299,1107,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,28,0.0,0.0,0.0,0.0,1.0,0.0,28,255,1.0,0.0,0.04,0.07,0.0,0.0,0
2522,0,2,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,0.0,0.0,0.0,0.0,1.0,1.0,1,69,1.0,0.0,1.0,0.26,0.0,0.0,1
2523,0,0,3,0,206,5739,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,14,0.0,0.0,0.0,0.0,1.0,0.14,222,255,1.0,0.0,0.0,0.01,0.0,0.0,0
2524,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,2,0.0,0.0,1.0,1.0,0.01,0.0,255,2,0.01,0.09,0.0,0.0,0.0,0.0,1
2525,0,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,15,1.0,1.0,0.0,0.0,0.11,0.0,255,15,0.06,0.05,0.0,0.0,1.0,1.0,1
2526,0,0,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,18,1.0,1.0,0.0,0.0,0.06,0.0,255,4,0.02,0.07,0.0,0.0,1.0,1.0,1
2527,0,0,3,0,308,4504,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,38,0.0,0.0,0.0,0.0,1.0,0.08,10,255,1.0,0.0,0.1,0.05,0.0,0.0,0
2528,0,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,2,1.0,1.0,0.0,0.0,0.01,0.0,255,3,0.01,0.08,0.0,0.0,1.0,1.0,1
2529,0,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,7,1.0,1.0,0.0,0.0,0.03,0.0,255,7,0.03,0.07,0.0,0.0,1.0,1.0,1
2530,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,1,1.0,1.0,0.0,0.0,0.01,0.0,255,1,0.0,0.06,0.0,0.0,1.0,1.0,1
2531,0,0,3,0,215,597,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,47,0.0,0.0,0.0,0.0,1.0,0.04,29,255,1.0,0.0,0.03,0.02,0.0,0.0,0
2532,0,0,0,0,3248,328,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,107,137,0.82,0.04,0.01,0.01,0.0,0.0,0
2533,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,18,1.0,1.0,0.0,0.0,0.24,0.0,255,2,0.01,0.08,0.0,0.0,1.0,1.0,1
2534,0,0,3,0,339,3088,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,37,0.0,0.0,0.0,0.0,1.0,0.14,42,255,1.0,0.0,0.02,0.07,0.0,0.0,0
2535,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,22,1.0,1.0,0.0,0.0,0.18,0.0,255,22,0.09,0.05,0.0,0.0,1.0,1.0,1
2536,0,0,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,15,0.0,0.0,1.0,1.0,0.1,0.0,255,7,0.03,0.07,0.0,0.0,0.0,0.0,1
2537,0,0,3,0,273,8193,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,182,255,1.0,0.0,0.01,0.03,0.0,0.0,0
2538,0,0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,17,1.0,1.0,0.0,0.0,0.06,0.0,255,7,0.03,0.07,0.0,0.0,1.0,1.0,1
2539,6,0,0,0,1580,333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,89,59,0.66,0.04,0.01,0.0,0.0,0.0,0
2540,0,2,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0.0,0.0,0.0,0.0,1.0,1.0,1,41,1.0,0.0,1.0,0.27,0.0,0.0,1
